text,year,month,day,hour,minute,second,week_name,week_num,num_of_day,num_of_week
    ラーメン二郎 仙台 店 材料費高騰アンド消費税増税に際し値上がり検討中。 小ラーメン680～700円で検討中 値上がりの際に開始しようか検討中のキムチ本日50円でやるそうです。 食券の横に現金で置いてください。 ソースメルマガ,2014,2,5,15,43,43,Wed,3,36,5
    仙台 待ち12くらい,2014,1,31,18,44,6,Fri,5,31,4
    仙台 、15人くらい,2014,1,22,17,28,53,Wed,3,22,3
    仙台 店麺切れ終了  1950,2014,1,12,19,52,39,Sun,0,12,2
    仙台 店待ち30人強      1945,2014,1,12,19,45,45,Sun,0,12,2
    仙台 35人 1225,2014,1,12,12,24,55,Sun,0,12,2
    仙台 店待ち40くらい     1845,2014,1,11,18,47,5,Sat,6,11,1
    仙台  開店前 晴れ 15名ほどの待ち 11:00,2014,1,11,11,0,26,Sat,6,11,1
    あけましておめでとうございます！ 今年も宜しくお願い致します！ 本日より通常営業しております！  正月で4キロ太った店主が頑張ってラーメンを作っております。御来店お待ちしております。m(_ _)m ラーメン二郎 仙台 店,2014,1,7,19,30,58,Tue,2,7,1
    仙台 本日より営業 40人待ち 豚ありませんでした,2014,1,7,12,7,23,Tue,2,7,1
    仙台  7日から営業  ところで有名ブログが更新やめるみたいで残念,2014,1,1,21,46,18,Wed,3,1,0
   現在の 仙台 店どんな感じですか？,2013,12,29,13,12,10,Sun,0,363,52
    仙台  開店前 待ち40人以上 不動産屋越え 年内最終日です。11:17,2013,12,29,11,18,21,Sun,0,363,52
   やっぱり 仙台 まできて黙って帰れないので30人くらいの列にならんでます。が、 先に食券を買うとか、何だかわからんルールがある様で、並びがグチャグチャ… 割り込む奴もいるし、食べる前にガッカリ感有り。,2013,12,27,19,12,25,Fri,5,361,51
    仙台 二郎外待ち40人位、 凄い並んでます。 自分は 仙台 に出張にきててこれから仕事なので食べれません… 隣の100円ローソンで缶コーヒー買って退散なんで、超さみしい。。。,2013,12,26,12,4,2,Thu,4,360,51
   二郎行列チェッカー   仙台 店 25人ほど 待ち,2013,12,25,12,1,35,Wed,3,359,51
   二郎行列チェッカー   仙台 店 開店20分前 8人 待ち,2013,12,25,11,10,39,Wed,3,359,51
    仙台 外待ちなしですよ クリスマス万歳,2013,12,24,19,0,37,Tue,2,358,51
    仙台 二郎からのメルマガです。 年内最終日は 29日(日)の11時30分～17時までです。 閉店後、麺と豚の販売を致します。 麺が1玉(300g)、100円 豚が1500円です。\u3000年内最後には麺と豚が買えるようです。,2013,12,23,18,41,24,Mon,1,357,51
    仙台 店今日はお休みとのことです,2013,12,23,11,41,14,Mon,1,357,51
    仙台 26人11:50,2013,12,21,11,50,47,Sat,6,355,50
   年末の 仙台 二郎はどんな感じですか？,2013,12,19,20,56,24,Thu,4,353,50
    仙台 店から「ひまなう」のMLがｗｗｗ,2013,12,14,19,58,14,Sat,6,348,49
    仙台 店 並び17人 1119,2013,12,12,11,19,36,Thu,4,346,49
    仙台 35 1135,2013,12,11,11,36,59,Wed,3,345,49
    仙台 二郎\u3000外15\u30001352,2013,11,27,13,52,58,Wed,3,331,47
   二郎行列チェッカー   仙台 店 約30人 待ち,2013,11,26,13,16,21,Tue,2,330,47
    仙台 本日営業終了です,2013,11,24,20,1,17,Sun,0,328,47
カウントお疲れ様ですw@cubaapplehavana:      仙台  13:20 68”,2013,11,24,13,33,30,Sun,0,328,47
    仙台  13:20 68,2013,11,24,13,20,23,Sun,0,328,47
"ふぁっ！？ <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""1001323470"" dir=""ltr"" href=""https://twitter.com/cubaapplehavana"">@cubaapplehavana :      仙台  12:40 55人以上 交差点折れ曲がって並んでいるのでその先に何人いるかは不明”",2013,11,24,13,6,13,Sun,0,328,47
    仙台  12:40 55人以上 交差点折れ曲がって並んでいるのでその先に何人いるかは不明,2013,11,24,12,44,36,Sun,0,328,47
    仙台 店、外待ち35くらい。12:30,2013,11,16,12,30,42,Sat,6,320,45
    仙台  開店前 20名ほど 10:56,2013,11,16,10,56,35,Sat,6,320,45
    仙台 店22人待ち 1255,2013,11,15,12,55,56,Fri,5,319,45
    仙台 開店前30人待ち,2013,11,10,11,36,1,Sun,0,314,45
    仙台 店待ち28人 1908,2013,11,3,19,9,44,Sun,0,307,44
    仙台 店待ち22  1820,2013,11,2,18,24,44,Sat,6,306,43
    仙台 10人,2013,11,2,10,57,48,Sat,6,306,43
    仙台 15人 開店15分前,2013,10,29,11,15,38,Tue,2,302,43
    仙台  晴れ 15名ほど並び 11:00,2013,10,27,11,3,43,Sun,0,300,43
    仙台 42人 1930 豚売り切れ,2013,10,26,19,29,35,Sat,6,299,42
    仙台  12人待ち,2013,10,22,19,55,50,Tue,2,295,42
    仙台  雨です。開店前 18名ほど。1106,2013,10,20,11,6,21,Sun,0,293,42
ラーメン二郎 情報 bot: RT @chinda142857:     【 仙台 店】10/16 台風接近のため午前の部休業 メルマガより,2013,10,15,17,17,53,Tue,2,288,41
    仙台 は鍋二郎、OK！現場で確認しました。,2013,10,14,18,2,46,Mon,1,287,41
    仙台 、歩道の端によって並びましょう。 点字ブロックの上までふくらんで、通行の妨げになっています。,2013,10,12,12,19,28,Sat,6,285,40
    仙台  開店前 不動産屋さん越え 40名ほど 1128,2013,10,12,11,28,32,Sat,6,285,40
    仙台 店45人待ち 1351,2013,9,29,13,51,31,Sun,0,272,39
    仙台 店1120待ち15,2013,9,20,11,23,12,Fri,5,263,37
    仙台  開店前 20名ほど。不動産屋さん前。雨降り。1127,2013,9,15,11,27,49,Sun,0,258,37
    仙台 二郎、10人待ち 1951 残念ながらブタ切れ。  仙台 二郎の待ち報告するの、もう1年振りになります。,2013,9,14,19,53,40,Sat,6,257,36
   目黒二郎、本日昼の部お休み。夜は通常営業。  本日私は一年振りの 仙台 二郎へ行ってきます。,2013,9,14,11,45,20,Sat,6,257,36
    仙台 は営業してますか？,2013,9,8,11,16,41,Sun,0,251,36
    仙台 までやって来た。だいたい20人待ち 1859,2013,9,7,18,59,18,Sat,6,250,35
    仙台 店約20人待ち,2013,9,3,11,52,25,Tue,2,246,35
  仙台 30人 19:55,2013,8,28,19,56,8,Wed,3,240,34
    仙台 二郎のお盆休みわかる人居ますか？？,2013,8,15,14,27,43,Thu,4,227,32
    仙台  開店前 20人ほど 暑いので水分とタオル持参 11:07,2013,8,10,11,7,23,Sat,6,222,31
    仙台 並び18 1202,2013,8,9,12,2,47,Fri,5,221,31
    仙台  開店前11人待ち 11:15,2013,8,7,11,15,37,Wed,3,219,31
    仙台 1940 並び11。雨なり。,2013,8,2,19,41,34,Fri,5,214,30
    仙台  17:02 14人ほど 小雨が降ってきた,2013,8,2,17,3,19,Fri,5,214,30
    仙台 10人 17:40,2013,7,30,17,40,50,Tue,2,211,30
    仙台  30名ほど不動産屋前まで 17:26,2013,7,27,17,26,54,Sat,6,208,29
    仙台 二郎、助手だけで営業してるせいか、この時間なのに40人以上の並び。 今日は諦めた。,2013,7,27,14,19,54,Sat,6,208,29
    仙台 29人待ち1415,2013,7,21,14,15,23,Sun,0,202,29
    仙台  11:08 開店前 16人ほど,2013,7,20,11,9,22,Sat,6,201,28
    仙台  10:55 開店前 15人ほど並び,2013,7,14,10,57,3,Sun,0,195,28
    仙台 開店前１５人待ち 1125,2013,7,13,11,25,8,Sat,6,194,27
    仙台  20:10 待ち18,2013,7,12,20,12,11,Fri,5,193,27
    仙台  19:00待ち6,2013,7,11,19,0,55,Thu,4,192,27
    仙台  18:45 待ちなし,2013,7,10,18,45,2,Wed,3,191,27
    仙台  18:15 待ち約30,2013,7,6,18,17,19,Sat,6,187,26
    仙台 店 不動産屋前までの並び 1200,2013,7,6,12,1,23,Sat,6,187,26
    仙台 店32名待ち 不動産屋前まで,2013,7,6,11,54,46,Sat,6,187,26
    仙台  1108 開店前 15人ほど待ちです。,2013,7,6,11,9,27,Sat,6,187,26
    仙台  18:15 待ち15,2013,7,2,18,6,13,Tue,2,183,26
    仙台  開店前 ２５人程 1115,2013,6,30,11,17,28,Sun,0,181,26
    仙台  開店前 18人ほど 1120,2013,6,29,11,20,14,Sat,6,180,25
    仙台  18:25 待ち28,2013,6,27,18,25,23,Thu,4,178,25
    仙台  今日からつけ麺開始 材料の関係で数量限定とのこと ソースはメルマガ,2013,6,26,17,18,36,Wed,3,177,25
    仙台  19:00 待ち12,2013,6,25,19,2,9,Tue,2,176,25
    仙台  19:15 待ち40,2013,6,22,19,17,36,Sat,6,173,24
    仙台  18:25 待ち20,2013,6,19,18,26,22,Wed,3,170,24
    仙台  21:10 待ち40,2013,6,14,21,11,38,Fri,5,165,23
    仙台  2155 閉店時間直前 30人ほど。,2013,6,14,20,59,12,Fri,5,165,23
    仙台  18:30 待ち13,2013,6,11,18,30,24,Tue,2,162,23
    仙台  18:25 待ち28,2013,6,8,18,26,21,Sat,6,159,22
    仙台  開店前 18名ほど 1110,2013,6,8,11,11,47,Sat,6,159,22
"<a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""1001323470"" dir=""ltr"" href=""https://twitter.com/cubaapplehavana"">@cubaapplehavana       仙台 二郎、つけ麺やってますか？",2013,6,4,18,36,44,Tue,2,155,22
    仙台  18:30 待ち15,2013,6,4,18,31,6,Tue,2,155,22
    仙台 30人待ち,2013,6,4,11,58,39,Tue,2,155,22
"    仙台  13:15 待ち31  拾い物   <a class=""twitter-timeline-link"" data-expanded-url=""http://via.me/-ciu8w76"" dir=""ltr"" href=""http://t.co/kqWpvYJOtX"" rel=""nofollow noopener"" target=""_blank"" title=""http://via.me/-ciu8w76""><span class=""tco-ellipsis""></span><span class=""invisible"">http://</span><span class=""js-display-url"">via.me/-ciu8w76</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span>",2013,6,2,13,16,52,Sun,0,153,22
    仙台 18:35現在、外待ち26。,2013,6,1,18,35,48,Sat,6,152,21
    仙台  18:55 待ち21,2013,5,31,18,57,17,Fri,5,151,21
    仙台  18:40 待ち4,2013,5,30,18,40,0,Thu,4,150,21
    仙台  18:10 待ち25,2013,5,28,18,13,5,Tue,2,148,21
    仙台 28人 明日から3連休とのこと。ソースはメルマガ,2013,5,24,19,58,20,Fri,5,144,20
    仙台  17:35 待ち15,2013,5,18,17,35,36,Sat,6,138,19
    仙台  開店前待ち 20人ほど。1120,2013,5,18,11,20,55,Sat,6,138,19
    仙台  18:50 待ち6,2013,5,17,18,49,15,Fri,5,137,19
    仙台  18:45 待ち12,2013,5,14,18,45,28,Tue,2,134,19
.     仙台 店、20人待ち,2013,5,12,12,7,41,Sun,0,132,19
    仙台 ３９人 1933,2013,5,10,19,33,55,Fri,5,130,18
    仙台  21:05 待ち10,2013,5,9,21,6,48,Thu,4,129,18
    仙台  18:20 待ち9,2013,5,8,18,20,39,Wed,3,128,18
    仙台  店満 並び2,2013,5,8,17,18,27,Wed,3,128,18
    仙台  18:10 待ち4 営業終了後に持ち帰り豚を販売とのこと,2013,5,7,18,10,4,Tue,2,127,18
    仙台 昼休業。ソースはメルマガ,2013,5,7,13,28,1,Tue,2,127,18
    仙台 \u300015人ぐらい外待ち\u300012:05,2013,5,5,12,6,16,Sun,0,125,18
"    仙台 店行ってきました。ようやく本州制覇でっす。2ヶ月前なら全店制覇と言えてたのに・・・先は長いぜ  <a class=""twitter-timeline-link"" data-expanded-url=""http://twitpic.com/cns0d7"" dir=""ltr"" href=""http://t.co/3aEJfjOUWL"" rel=""nofollow noopener"" target=""_blank"" title=""http://twitpic.com/cns0d7""><span class=""tco-ellipsis""></span><span class=""invisible"">http://</span><span class=""js-display-url"">twitpic.com/cns0d7</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span>",2013,5,3,16,9,25,Fri,5,123,17
    仙台  開店前 15名ほど。1107,2013,5,3,11,7,34,Fri,5,123,17
    仙台 二郎この時間でまだ並び20人強。意外と客ついてるんですな(笑),2013,5,2,20,34,13,Thu,4,122,17
    仙台  18:20 待ち16,2013,5,2,18,21,50,Thu,4,122,17
    仙台 。待ち12くらい？遠征来ました(^o^)ちと緊張(^｡^;)1803。,2013,5,2,18,3,42,Thu,4,122,17
    仙台  18:30 待ち15,2013,5,1,18,30,38,Wed,3,121,17
    仙台 店 30人 1242,2013,4,28,12,42,37,Sun,0,118,17
    仙台 \u300018:35\u3000待ちなし,2013,4,24,18,34,35,Wed,3,114,16
    仙台 店連休情報  4月29日(月)定休日 4月30日から5月4日まで通常営業 5月5日(日)通し営業 5月6日(月)定休日,2013,4,24,15,57,2,Wed,3,114,16
    仙台 \u300018:15\u3000待ち7,2013,4,23,18,15,44,Tue,2,113,16
    仙台 \u300018:25\u3000待ち5,2013,4,18,18,26,22,Thu,4,108,15
    仙台 \u300018:25\u3000待ち4 今日から鍋二郎開始とのこと,2013,4,17,18,27,50,Wed,3,107,15
    仙台 待ち４。,2013,4,16,13,39,2,Tue,2,106,15
    仙台 、不動産屋前。25人くらい1256,2013,4,14,12,57,17,Sun,0,104,15
    仙台 \u300019:00\u3000待ち39,2013,4,9,19,2,57,Tue,2,99,14
    仙台 \u300011:40\u3000待ち30,2013,4,7,11,40,30,Sun,0,97,14
    仙台 \u300019:05\u3000待ち28,2013,4,5,19,4,46,Fri,5,95,13
    仙台 \u300018:35\u3000待ち1,2013,4,4,18,35,44,Thu,4,94,13
    仙台  夜の部 臨休 ソースメルマガ,2013,4,3,19,13,33,Wed,3,93,13
    仙台 待ちなしになりました。,2013,4,3,12,32,34,Wed,3,93,13
    仙台 待ち１。雨。,2013,4,3,12,23,34,Wed,3,93,13
    仙台 \u300018:35\u3000待ち15,2013,4,2,18,36,9,Tue,2,92,13
   三田。来週の1週間は夜の部お休みらしいです。（Jrサンと常連客の話し）札幌手伝いと 仙台 に顔出し,2013,3,28,20,3,58,Thu,4,87,12
    仙台 \u300018:15\u3000待ちなし,2013,3,28,18,16,10,Thu,4,87,12
    仙台 \u300018:35\u3000待ち5,2013,3,27,18,37,43,Wed,3,86,12
    仙台 \u300019:00\u3000待ち18,2013,3,26,19,2,50,Tue,2,85,12
    仙台 \u300018:00\u3000待ち12,2013,3,24,18,0,2,Sun,0,83,12
    仙台 店待ち１８人 1727,2013,3,23,17,27,22,Sat,6,82,11
    仙台 12人待ち大小のみ,2013,3,20,14,22,53,Wed,3,79,11
    仙台 \u300018:35\u3000待ち6,2013,3,19,18,35,17,Tue,2,78,11
    仙台 18:52晴れ 並び15人豚アリ,2013,3,17,18,52,56,Sun,0,76,11
    仙台 、12人1640,2013,3,17,16,39,14,Sun,0,76,11
    仙台 二郎 17人待ち,2013,3,17,14,19,51,Sun,0,76,11
    仙台 \u300018:15\u3000待ちなし,2013,3,16,18,17,36,Sat,6,75,10
    仙台 \u300019:00\u3000待ちなし,2013,3,15,19,0,42,Fri,5,74,10
    仙台 \u300018:50\u3000待ち1,2013,3,14,18,50,44,Thu,4,73,10
    仙台 \u300019:00\u3000待ち14,2013,3,13,19,2,21,Wed,3,72,10
    仙台 \u300018:40\u3000待ち13,2013,3,12,18,39,35,Tue,2,71,10
    仙台 \u30003/12（火）昼休業,2013,3,11,19,28,52,Mon,1,70,10
    仙台 \u300017:10\u3000待ちなし,2013,3,10,17,12,55,Sun,0,69,10
   2008 仙台 20,2013,3,9,20,8,10,Sat,6,68,9
   1932 仙台 25,2013,3,9,19,32,32,Sat,6,68,9
    仙台 \u300019:00\u3000待ち10,2013,3,9,19,4,0,Sat,6,68,9
    仙台 15人待ち1716,2013,3,9,17,16,27,Sat,6,68,9
   本日の 仙台 小豚ヤサイマシマシアブラ完飲完食をもちまして、直系38店舗全店制覇となりました。二郎bot並びに情報提供者の皆さま、ありがとうございました！,2013,3,9,13,43,18,Sat,6,68,9
    仙台 約20人街 1158,2013,3,9,11,58,18,Sat,6,68,9
    仙台 の様子はいかがでしょう？,2013,3,9,10,58,43,Sat,6,68,9
    仙台 \u300019:10\u3000待ち12,2013,3,8,19,11,27,Fri,5,67,9
    仙台 \u300018:30\u3000待ち7,2013,3,6,18,29,45,Wed,3,65,9
   1411 仙台 5,2013,3,6,14,11,56,Wed,3,65,9
    仙台 \u300019:00\u3000待ち13,2013,3,5,19,2,52,Tue,2,64,9
    仙台 \u300017:45\u3000待ち10,2013,3,3,17,44,47,Sun,0,62,9
    仙台 二郎17人待ち,2013,3,1,20,12,39,Fri,5,60,8
    仙台 \u300018:50\u3000待ち7,2013,3,1,18,50,1,Fri,5,60,8
    仙台 二郎14人待ち,2013,3,1,11,49,25,Fri,5,60,8
    仙台 \u300018:25\u3000待ち6,2013,2,28,18,25,20,Thu,4,59,8
   1414 仙台 3,2013,2,28,14,14,14,Thu,4,59,8
   1403 仙台 10,2013,2,28,14,3,21,Thu,4,59,8
   1257 仙台 20,2013,2,27,12,57,58,Wed,3,58,8
   1214 仙台 30,2013,2,27,12,14,11,Wed,3,58,8
   1209 仙台 20,2013,2,27,12,9,55,Wed,3,58,8
   1411 仙台 30,2013,2,26,14,11,23,Tue,2,57,8
   1403 仙台 20,2013,2,26,14,3,15,Tue,2,57,8
    仙台 \u3000本日は17:30までの営業,2013,2,24,17,2,59,Sun,0,55,8
   2020 仙台 10,2013,2,22,20,20,49,Fri,5,53,7
   2009 仙台 20,2013,2,22,20,10,8,Fri,5,53,7
    仙台 \u300018:15\u3000待ち3人,2013,2,22,18,15,46,Fri,5,53,7
    仙台 二郎 待ち11人 1225,2013,2,22,12,25,47,Fri,5,53,7
    仙台 二郎18人待ち,2013,2,21,18,29,6,Thu,4,52,7
    仙台 待ちなし1414,2013,2,21,14,14,29,Thu,4,52,7
   1742 仙台 6,2013,2,20,17,42,17,Wed,3,51,7
   1722 仙台 5,2013,2,20,17,22,31,Wed,3,51,7
   1831 仙台 15  食券はカウンターの上へb,2013,2,19,18,31,52,Tue,2,50,7
   1810 仙台 15,2013,2,19,18,10,25,Tue,2,50,7
   1800 仙台 20,2013,2,19,18,0,29,Tue,2,50,7
   1750 仙台 15,2013,2,19,17,51,1,Tue,2,50,7
    仙台 二郎6人待ちです,2013,2,19,17,0,18,Tue,2,50,7
   ラーメン二郎 仙台 店、外待ち17人です。,2013,2,17,12,15,16,Sun,0,48,7
    仙台 \u300019:05\u3000待ち10,2013,2,15,19,6,14,Fri,5,46,6
   1308 仙台 15,2013,2,13,13,8,26,Wed,3,44,6
   1306 仙台 10,2013,2,13,13,6,16,Wed,3,44,6
    仙台 18人待ち ただいま開店,2013,2,13,11,35,14,Wed,3,44,6
    仙台 シャッター待ち12人,2013,2,13,11,14,56,Wed,3,44,6
   2039 仙台 15,2013,2,12,20,39,20,Tue,2,43,6
   2021 仙台 12,2013,2,12,20,21,38,Tue,2,43,6
    仙台 店、今日2月11日(月)はお休みです。シャッター閉まってました。,2013,2,11,13,8,18,Mon,1,42,6
"<a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""147437534"" dir=""ltr"" href=""https://twitter.com/shun16s"">@shun16s       仙台 はバカ学生が多いですからね・・モラルはないですね",2013,2,9,18,45,43,Sat,6,40,5
    仙台 12人。1815行列でタバコ吸うなくそガキ,2013,2,9,18,15,45,Sat,6,40,5
    仙台 \u300018:30\u3000待ち16,2013,2,8,18,36,17,Fri,5,39,5
    仙台 \u300018:55\u3000待ち17,2013,2,7,18,55,59,Thu,4,38,5
    仙台 二郎18人待ち,2013,2,7,18,34,29,Thu,4,38,5
   1245 仙台 1,2013,2,7,12,45,31,Thu,4,38,5
   1227 仙台 4,2013,2,7,12,27,59,Thu,4,38,5
   1210 仙台 12,2013,2,7,12,10,44,Thu,4,38,5
    仙台 \u300018:00\u3000待3,2013,2,6,18,3,11,Wed,3,37,5
   1354 仙台 9,2013,2,6,13,55,7,Wed,3,37,5
   1353 仙台 2,2013,2,6,13,53,50,Wed,3,37,5
    仙台 \u300018:30\u3000待ち7,2013,2,5,18,31,18,Tue,2,36,5
   1203 仙台 17,2013,2,5,12,3,58,Tue,2,36,5
   1129 仙台 20,2013,2,5,11,29,42,Tue,2,36,5
   1121 仙台 シャッター13,2013,2,5,11,21,28,Tue,2,36,5
   10:50 仙台 ４人。全店制覇２巡目の旅。,2013,2,3,10,54,11,Sun,0,34,5
    仙台 \u300018:55\u3000待ち16,2013,2,2,18,58,3,Sat,6,33,4
   マヂですかお？  S ひばりが丘 関内  A 小岩 めじろ 野猿  B 三田 小金井 相模大野 守谷 中山 千住  仙台  栃木  C 品川 府中 鶴見 一之江 上野毛 藤沢 西台 赤羽 神保町 桜台 高田馬場,2013,1,31,20,48,13,Thu,4,31,4
    仙台 \u300019:00\u3000待ち19,2013,1,31,19,2,58,Thu,4,31,4
    仙台 \u300019:00\u3000待ち12,2013,1,30,19,6,40,Wed,3,30,4
   1328 仙台 5,2013,1,30,13,29,7,Wed,3,30,4
   1305 仙台 7,2013,1,30,13,5,27,Wed,3,30,4
    仙台  並び無し 1815,2013,1,26,18,24,6,Sat,6,26,3
    仙台 6人待ち １３１４ さむひ…,2013,1,26,13,15,14,Sat,6,26,3
    仙台 \u300018:10\u300015人待ち,2013,1,25,18,13,5,Fri,5,25,3
   1812 仙台 12,2013,1,24,18,13,5,Thu,4,24,3
    仙台 \u300019:10\u3000待ち45人,2013,1,23,19,11,15,Wed,3,23,3
    仙台 \u300019:00\u3000臨時休業,2013,1,22,19,0,5,Tue,2,22,3
   出張ついでの 仙台 、夜の部休みの貼紙。楽しみにしてたのに…。,2013,1,22,18,29,35,Tue,2,22,3
    仙台 \u300018:40\u3000待ち15,2013,1,19,18,40,32,Sat,6,19,2
   2019 仙台 14,2013,1,18,20,19,19,Fri,5,18,2
    仙台 \u300018:55\u3000待ちなし,2013,1,18,18,55,41,Fri,5,18,2
   1734 仙台 15,2013,1,17,17,34,45,Thu,4,17,2
    仙台 二郎17人待ち,2013,1,17,17,30,48,Thu,4,17,2
   1700 仙台 シャッター14,2013,1,17,17,0,38,Thu,4,17,2
    仙台 \u300019:00\u3000待ち8,2013,1,16,19,2,28,Wed,3,16,2
【ラーメン二郎三十八箇所巡りその37 仙台 店-3】12:00現在、待ち17名。  ,2013,1,16,12,4,21,Wed,3,16,2
    仙台 \u300019:05\u3000待8,2013,1,15,19,8,51,Tue,2,15,2
   1809 仙台 8,2013,1,15,18,9,38,Tue,2,15,2
   1750 仙台 0,2013,1,15,17,50,59,Tue,2,15,2
   1220 仙台 3,2013,1,15,12,20,39,Tue,2,15,2
"おお、汁なし食いてー。 RT  <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""778826305118679050"" dir=""ltr"" href=""https://twitter.com/K_nagare"">@k_nagare :     1147 仙台 7、多分1st2ndロット入って未消化。そして今日限定で汁なしやりますとのこと！",2013,1,15,12,13,16,Tue,2,15,2
   1147 仙台 7、多分1st2ndロット入って未消化。そして今日限定で汁なしやりますとのこと！,2013,1,15,11,48,59,Tue,2,15,2
    仙台 \u300017:10\u3000待ち12,2013,1,13,17,11,53,Sun,0,13,2
    仙台 30人くらい待ち,2013,1,13,13,42,28,Sun,0,13,2
    18:25\u3000 仙台 \u3000待ち19,2013,1,10,18,25,12,Thu,4,10,1
    仙台 20人。寒い1750,2013,1,10,17,50,42,Thu,4,10,1
    18:45\u3000 仙台 \u3000待ち9,2013,1,9,18,55,19,Wed,3,9,1
    18:20\u3000 仙台 \u3000待ち37,2013,1,8,18,22,55,Tue,2,8,1
   1804 仙台 35,2013,1,8,18,6,18,Tue,2,8,1
   二郎 仙台 店約50人。18時,2013,1,8,18,1,35,Tue,2,8,1
   1733 仙台 35,2013,1,8,17,33,34,Tue,2,8,1
   1709 仙台 1st2ndロット入店直後なのに並び25くらい、やはり年初は混みますね…(´Д` ),2013,1,8,17,9,37,Tue,2,8,1
    仙台 二郎、お土産豚は終了。麺はまだあるそうです。皆さん良いお年を。,2012,12,30,18,20,25,Sun,0,365,53
    仙台 メルマガ配信なう、以下コピペ。  麺と豚販売のお客様お待たせして申し訳ありません。麺と豚を持ち帰る袋をご持参下さいませ。 価格は麺1玉100円 豚肉値上がりの影響もありまして、今回は1本1200円でお願い致します。 毎度バタバタしてすみません。,2012,12,30,17,37,22,Sun,0,365,53
   1732 仙台 宣告。土産専用列35〜40くらい。通常列もまだ20〜25いるので、土産の発売開始も18時からズレこむのでは、と予想。,2012,12,30,17,34,49,Sun,0,365,53
   17時半 仙台 二郎15人くらい待ち。豚麺列は30人以上,2012,12,30,17,31,1,Sun,0,365,53
   1726 仙台 土産専用列25〜30くらい、発売18時からとの噂,2012,12,30,17,26,56,Sun,0,365,53
    仙台 二郎、17時並び30人くらい、豚&麺の並び15人くらい。,2012,12,30,17,2,14,Sun,0,365,53
    仙台 16:35、店外30人OVER!!,2012,12,30,16,37,19,Sun,0,365,53
    仙台 \u300013:00\u3000待ち23,2012,12,30,13,7,44,Sun,0,365,53
    仙台 16人くらい 1147,2012,12,29,11,47,52,Sat,6,364,52
   1942 仙台 17くらい,2012,12,28,19,42,33,Fri,5,363,52
   1927 仙台 8,2012,12,28,19,27,43,Fri,5,363,52
    仙台 \u300018:10\u3000待ち13,2012,12,28,18,14,4,Fri,5,363,52
    仙台 \u300019:00\u3000待ち16,2012,12,27,19,6,11,Thu,4,362,52
    仙台 \u300018:30\u3000待ち3,2012,12,27,18,32,33,Thu,4,362,52
    仙台 35人待ち,2012,12,27,13,5,19,Thu,4,362,52
    仙台 30人待ち1235,2012,12,27,12,40,27,Thu,4,362,52
   1919 仙台 5,2012,12,25,19,19,18,Tue,2,360,52
   1856 仙台 0非リア充万歳(´Д` ),2012,12,25,18,56,54,Tue,2,360,52
    18:30\u3000 仙台 \u3000待2,2012,12,25,18,32,29,Tue,2,360,52
   \u3000 仙台 \u30001845\u300015人,2012,12,23,18,48,14,Sun,0,358,52
   二郎 仙台 店20人待ち,2012,12,22,14,0,29,Sat,6,357,51
    仙台  並び15人くらい  1350 なるべく端によって並びましょう 歩道の幅 半分まで占拠して通行の妨げになっています,2012,12,22,13,49,8,Sat,6,357,51
    仙台  1119 24人くらい並び 雪降り、寒いよー,2012,12,22,11,20,43,Sat,6,357,51
   \u3000 仙台 \u30001840\u3000待ち7,2012,12,21,18,42,51,Fri,5,356,51
    こんにちは！ ラーメン二郎 仙台 店です！  皆様のショウガ、メンマシ募金が南三陸の保育 園への少し早いクリスマスプレゼント(子供達の オモチャなど)になりました。 昨日保育園からお手紙を頂きまして、驚きまし た。,2012,12,21,16,6,55,Fri,5,356,51
    仙台 シャッター待ち19人1133,2012,12,21,11,33,25,Fri,5,356,51
   \u3000 仙台 \u300018:30\u3000待ち9,2012,12,20,18,33,19,Thu,4,355,51
    仙台 19:05\u300013人待ち,2012,12,19,19,5,59,Wed,3,354,51
   1749 仙台 16,2012,12,19,17,49,15,Wed,3,354,51
   1724 仙台 15くらい、豚いつにもましてうまかった,2012,12,18,17,24,57,Tue,2,353,51
   1705 仙台 まだシャッター20くらいに増強,2012,12,18,17,5,8,Tue,2,353,51
   1657 仙台 シャッター13に増強,2012,12,18,16,57,14,Tue,2,353,51
   1649 仙台 シャッター6,2012,12,18,16,50,5,Tue,2,353,51
    仙台 25人待ち ページェントの影響か周辺駐車場満車だらけ。,2012,12,14,20,27,15,Fri,5,349,50
    仙台  並び２０人くらい  2002 なるべく歩道の端に寄って並びましょう,2012,12,14,20,3,23,Fri,5,349,50
    仙台 待ちなし。女性率多い。,2012,12,14,13,12,9,Fri,5,349,50
   1726 仙台 3ロット目が入店し始めて並び5,2012,12,13,17,27,18,Thu,4,348,50
   1710 仙台 1かな,2012,12,13,17,10,35,Thu,4,348,50
   1703 仙台 未だシャッター12に増強,2012,12,13,17,4,28,Thu,4,348,50
   1649 仙台 シャッター6,2012,12,13,16,49,59,Thu,4,348,50
